City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,constantia,44.1833,28.65,4.38,73,100,7.27,RO,1731337727
287,oboyan',51.2098,36.2792,3.18,73,51,2.3,RU,1731337728
288,bereznehuvate,47.3078,32.8499,5.95,70,29,3.39,UA,1731337729
289,vilyuchinsk,52.9306,158.4028,-1.9,76,43,5.68,RU,1731337730
290,murghob,38.1702,73.9667,-5.81,47,0,3.67,TJ,1731337732
291,joao camara,-5.5375,-35.8197,33.14,35,51,6.51,BR,1731337733
292,boende,-0.2167,20.8667,29.91,57,23,0.52,CD,1731337734
293,bikenibeu village,1.3673,173.1241,26.98,83,20,2.57,KI,1731337735
294,carnarvon,-24.8667,113.6333,21.01,75,13,12.37,AU,1731337736
295,chivilcoy,-34.8957,-60.0167,21.64,26,0,9.46,AR,1731337737
296,nagqu,31.5,92.0,-2.09,50,69,1.38,CN,1731337739
297,las lomitas,-24.7096,-60.593,40.28,17,0,3.59,AR,1731337740
298,sidney,-33.8679,151.2073,18.52,85,100,2.57,AU,1731337601
299,fort bragg,35.139,-79.006,18.91,92,100,4.12,US,1731337742
300,vorgashor,67.5833,63.95,-11.74,98,100,2.82,RU,1731337743
301,rong kwang,18.339,100.3174,21.43,82,30,0.65,TH,1731337744
302,sur,22.5667,59.5289,27.91,62,5,2.81,OM,1731337745
303,kontagora,10.3999,5.4695,34.44,19,2,2.26,NG,1731337747
304,kankauli,16.2667,73.7,23.85,65,75,2.12,IN,1731337748
305,enchanted hills,35.3368,-106.593,5.49,75,90,2.37,US,1731337749
306,itoman,26.1247,127.6694,26.01,89,100,5.14,JP,1731337750
307,cucq,50.4773,1.6202,11.98,76,75,6.17,FR,1731337751
308,port douglas,-16.4833,145.4667,25.57,83,60,3.86,AU,1731337752
309,idri,27.5,13.2667,25.37,20,79,3.16,LY,1731337753
310,hilo,19.7297,-155.09,21.73,73,0,3.09,US,1731337483
311,jiwani,25.05,61.7417,27.85,70,50,5.87,PK,1731337756
312,demre,36.2537,29.9777,16.19,74,6,1.89,TR,1731337757
313,antsiranana,-12.2787,49.2917,26.3,80,79,6.3,MG,1731337758
314,antonio enes,-16.2325,39.9086,28.02,76,6,7.17,MZ,1731337759
315,bim son,20.0781,105.8603,24.22,78,4,1.54,VN,1731337760
316,ibarreta,-25.2144,-59.8585,39.65,19,0,3.5,AR,1731337761
317,bengkulu,-3.8004,102.2655,24.83,88,97,1.7,ID,1731337762
318,al muwayh,22.4333,41.7583,26.23,15,90,4.36,SA,1731337763
319,clifton,40.8584,-74.1638,17.41,77,0,6.69,US,1731337515
320,poronaysk,49.2167,143.1167,-1.65,64,37,4.0,RU,1731337766
321,ribeira brava,32.65,-17.0667,25.56,61,0,3.12,PT,1731337767
322,paita,-5.0892,-81.1144,21.39,71,65,3.75,PE,1731337768
323,berezovyy,51.6667,135.7,-6.91,65,100,1.56,RU,1731337769
324,port blair,11.6667,92.75,27.02,83,40,1.03,IN,1731337770
325,tofol,5.3248,163.0078,28.28,77,100,6.23,FM,1731337771
326,ebon,4.582,168.6964,28.28,77,100,6.51,MH,1731337772
327,tolanaro,-25.0319,46.9987,26.15,83,11,6.27,MG,1731337774
328,mil'kovo,55.6078,37.7956,1.86,53,78,1.28,RU,1731337775
329,alesund,62.4723,6.1549,10.97,82,75,4.63,NO,1731337776
330,racine,42.7495,-88.0751,11.74,80,75,4.63,US,1731337777
331,hancheng,32.5186,112.3522,16.69,65,8,2.95,CN,1731337779
332,nova sintra,14.8667,-24.7167,27.06,70,0,9.35,CV,1731337780
333,cannonvale,-20.2833,148.7,24.66,72,77,3.75,AU,1731337782
334,pawni,20.7833,79.6333,22.57,59,2,1.78,IN,1731337783
335,ladek-zdroj,50.3437,16.8795,1.34,84,0,1.48,PL,1731337784
336,conceicao da barra,-18.5933,-39.7322,25.81,65,58,4.52,BR,1731337785
337,jumla,29.2747,82.1838,7.54,88,27,0.85,NP,1731337786
338,palikir - national government center,6.9248,158.1611,27.18,81,100,7.06,FM,1731337787
339,rosetta,31.4044,30.4164,20.62,63,100,5.2,EG,1731337788
340,khrenovoye,51.12,40.2889,4.17,65,97,2.48,RU,1731337790
341,ko samui,9.5357,99.9357,27.91,77,85,4.27,TH,1731337791
342,as sulayyil,20.4607,45.5779,26.55,21,0,3.16,SA,1731337792
343,mana,5.6592,-53.7767,26.64,80,100,4.53,GF,1731337793
344,nidadavole,16.9167,81.6667,26.17,78,85,2.87,IN,1731337794
345,youhao,47.8667,128.8333,-1.67,76,100,1.18,CN,1731337795
346,la'ie,21.6477,-157.9253,23.92,90,5,2.68,US,1731337796
347,santa ana,33.7456,-117.8678,14.96,50,20,1.54,US,1731337797
348,sooke,48.3746,-123.7276,10.32,95,100,7.23,CA,1731337799
349,sheridan,44.8333,-106.9173,8.99,69,49,0.61,US,1731337800
350,asau,46.4333,26.4,3.26,67,100,0.99,RO,1731337801
351,nadym,65.5333,72.5167,-17.38,96,100,6.41,RU,1731337802
352,cockburn town,21.4612,-71.1419,27.74,83,35,9.48,TC,1731337803
353,zhezqazghan,47.7833,67.7667,-2.68,93,100,5.0,KZ,1731337804
354,bonthe,7.5264,-12.505,31.36,59,20,5.05,SL,1731337805
355,santa luzia,-19.7697,-43.8514,29.32,52,9,2.0,BR,1731337807
356,zaigrayevo,51.8336,108.2703,-14.53,98,24,0.83,RU,1731337808
357,khon buri,14.5254,102.2459,22.43,86,13,0.24,TH,1731337809
358,acarau,-2.8856,-40.12,30.9,53,84,8.22,BR,1731337810
359,ephrata,40.1798,-76.1788,17.25,78,20,5.14,US,1731337811
360,maragogi,-9.0122,-35.2225,29.27,57,73,5.9,BR,1731337812
361,opuwo,-18.0607,13.84,29.37,28,77,2.8,NA,1731337813
362,kapa'a,22.0752,-159.319,24.18,95,100,6.17,US,1731337815
363,riberalta,-10.9833,-66.1,30.11,70,75,4.12,BO,1731337816
364,mount isa,-20.7333,139.5,27.87,30,55,2.57,AU,1731337817
365,saudarkrokur,65.7461,-19.6394,8.16,80,100,12.99,IS,1731337818
366,kuusamo,65.9667,29.1833,-3.98,100,100,3.09,FI,1731337819
367,pangoa,-12.1167,-73.0,30.15,51,87,1.78,PE,1731337820
368,magadan,59.5667,150.8,-11.62,93,100,5.47,RU,1731337647
369,ryotsu-minato,38.0833,138.4333,13.76,78,69,2.46,JP,1731337823
370,niquelandia,-14.4739,-48.4597,26.25,73,49,1.74,BR,1731337824
371,hakui,36.8833,136.7833,13.27,90,6,2.08,JP,1731337825
372,cambria,35.5641,-121.0808,10.59,92,56,0.48,US,1731337826
373,hamilton,39.1834,-84.5333,13.33,81,0,3.6,US,1731337827
374,nar'yan-mar,67.6713,53.087,-5.22,94,100,3.55,RU,1731337828
375,letterkenny,54.95,-7.7333,10.46,78,96,0.73,IE,1731337830
376,manaure,11.7751,-72.4445,26.03,84,100,5.71,CO,1731337831
377,klimavichy,53.6135,31.9385,2.29,82,58,1.38,BY,1731337832
378,king city,36.2127,-121.126,9.54,74,69,0.88,US,1731337833
379,morococha,-11.5997,-76.1411,6.59,60,98,1.5,PE,1731337834
380,udachny,66.4167,112.4,-18.74,98,100,1.91,RU,1731337705
381,sola,-13.8833,167.55,26.53,75,100,8.4,VU,1731337836
382,coahuayana de hidalgo,18.7,-103.6583,27.55,72,18,1.05,MX,1731337837
383,coronel dorrego,-38.7187,-61.2873,15.37,35,43,11.4,AR,1731337839
384,el haouaria,37.05,11.0144,19.89,73,24,4.38,TN,1731337840
385,sorong,-0.8833,131.25,26.63,84,100,2.38,ID,1731337841
386,ibi,38.6253,-0.5723,16.71,69,43,1.42,ES,1731337792
387,port moresby,-9.4431,147.1797,24.63,91,99,1.64,PG,1731337843
388,hastings,50.8552,0.5729,11.55,38,100,6.44,GB,1731337844
389,nadi,-17.8,177.4167,22.0,78,20,0.0,FJ,1731337845
390,gargalianoi,37.0667,21.6333,15.51,63,79,5.71,GR,1731337846
391,agropoli,40.3469,14.9966,18.77,48,30,1.19,IT,1731337848
392,portage la prairie,49.9728,-98.2926,-0.06,71,12,2.24,CA,1731337849
393,illizi,26.4833,8.4667,26.74,20,81,3.94,DZ,1731337850
394,labasa,-16.4167,179.3833,23.27,92,100,3.41,FJ,1731337851
395,okhotsk,59.3833,143.3,-11.03,65,100,10.11,RU,1731337852
396,hailar,49.2,119.7,-6.54,90,28,4.99,CN,1731337856
397,tromso,69.6496,18.957,4.01,87,75,5.66,NO,1731337857
398,husiatyn,49.0726,26.2141,5.14,51,5,2.15,UA,1731337858
399,susuman,62.7833,148.1667,-22.16,87,100,1.66,RU,1731337859
400,greymouth,-42.4667,171.2,6.54,92,7,1.97,NZ,1731337619
401,kayangel,8.0823,134.7173,28.85,71,100,3.19,PW,1731337861
402,bangassou,4.7413,22.8184,26.59,75,57,1.08,CF,1731337789
403,mazouna,36.1223,0.8987,17.42,55,53,7.69,DZ,1731337864
404,mar del plata,-38.0023,-57.5575,18.07,77,56,2.24,AR,1731337807
405,conduaga,8.862,117.4893,26.17,86,84,1.41,PH,1731337772
406,kokoda,-8.8785,147.7407,23.15,95,92,0.5,PG,1731337867
407,patacamaya,-17.2333,-67.9167,16.68,30,29,1.44,BO,1731337868
408,tieli,46.95,128.05,-1.26,95,100,2.48,CN,1731337869
409,nishinoomote,30.7333,131.0,22.43,76,65,2.33,JP,1731337870
410,mbanza-ngungu,-5.25,14.8667,24.75,78,62,2.35,CD,1731337871
411,bebedja,8.6761,16.566,34.3,22,10,2.09,TD,1731337873
412,svetlyy,54.675,20.1347,3.22,60,58,1.01,RU,1731337874
413,manfalut,27.3104,30.97,23.33,33,43,4.88,EG,1731337875
414,smithers,54.7804,-127.1743,0.18,100,100,0.0,CA,1731337876
415,road town,18.4167,-64.6167,27.02,83,40,1.54,VG,1731337877
416,east london,-33.0153,27.9116,20.07,65,33,2.81,ZA,1731337878
417,ouricuri,-7.8825,-40.0817,30.84,40,100,3.0,BR,1731337879
418,sarmiento,-45.5882,-69.07,15.54,33,61,11.5,AR,1731337880
419,villanueva,15.3167,-88.0,27.55,78,75,2.06,HN,1731337882
420,kafir qala,34.6667,61.0667,13.48,40,7,2.15,AF,1731337884
421,ceerigaabo,10.6162,47.368,19.76,42,24,2.42,SO,1731337885
422,amga,60.8953,131.9608,-21.66,100,99,0.95,RU,1731337886
423,plettenberg bay,-34.0527,23.3716,18.02,76,0,7.69,ZA,1731337887
424,callao,-12.0667,-77.15,20.16,77,75,3.6,PE,1731337597
425,manggar,-2.8833,108.2667,27.1,78,100,1.16,ID,1731337890
426,ayaviri,-14.8864,-70.5889,14.89,32,100,1.49,PE,1731337891
427,serhetabat,35.2799,62.3438,12.69,45,5,1.74,TM,1731337892
428,hauterive,46.0901,3.4459,11.69,72,100,3.08,FR,1731337894
429,majalgaon,19.15,76.2333,22.8,52,4,2.86,IN,1731337896
430,cheremushki,52.8356,91.3944,0.91,95,100,1.38,RU,1731337897
431,magong,23.5654,119.5863,23.79,90,99,12.98,TW,1731337898
432,barra de santo antonio,-9.4047,-35.5072,27.75,65,100,6.01,BR,1731337899
433,saint-philippe,-21.3585,55.7679,24.39,88,52,5.12,RE,1731337900
434,sovetskaya,44.7769,41.1722,5.82,83,100,4.89,RU,1731337902
435,bu'aale,1.0833,42.5833,30.46,54,100,3.39,SO,1731337903
436,santiago,-33.4569,-70.6483,21.69,47,0,3.6,CL,1731337796
437,sault ste. marie,46.5168,-84.3333,7.16,87,100,6.17,CA,1731337745
438,girona,41.9831,2.8249,21.29,63,20,2.06,ES,1731337862
439,katsuren-haebaru,26.3369,127.8719,26.01,88,100,3.6,JP,1731337907
440,kidal,18.4411,1.4078,29.5,10,1,5.56,ML,1731337672
441,sinop,41.7711,34.8709,8.59,94,95,1.4,TR,1731337905
442,kostomuksha,64.571,30.5767,-1.52,84,99,3.16,RU,1731337911
443,miquelon,47.0975,-56.3814,7.16,73,100,4.45,PM,1731337912
444,camacupa,-12.0167,17.4833,24.6,57,60,4.19,AO,1731337913
445,pisco,-13.7,-76.2167,20.57,77,0,3.6,PE,1731337914
446,castillos,-34.1667,-53.8333,16.88,93,100,4.36,UY,1731337917
447,klaksvik,62.2266,-6.589,9.36,80,22,7.23,FO,1731337918
448,agadez,19.75,10.25,26.37,14,0,1.9,NE,1731337919
449,keflavik,64.0049,-22.5624,10.24,100,100,14.92,IS,1731337920
450,puerto colombia,10.9878,-74.9547,26.05,90,100,4.57,CO,1731337921
451,kupang,-10.1667,123.5833,28.32,78,47,3.6,ID,1731337922
452,sanctuary point,-35.1114,150.629,15.8,97,59,2.48,AU,1731337923
453,kavaratti,10.5669,72.642,28.83,72,99,3.57,IN,1731337925
454,chelghoum el aid,36.1629,6.1665,14.7,71,100,5.75,DZ,1731337926
455,exu,-7.5119,-39.7242,35.12,28,83,1.61,BR,1731337927
456,san ignacio de velasco,-16.3667,-60.95,34.14,42,2,3.64,BO,1731337928
457,zyrya,40.3661,50.2917,13.05,75,100,3.71,AZ,1731337872
458,tullamore,53.2739,-7.4889,8.41,95,100,0.73,IE,1731337930
459,ouadda,8.0777,22.4007,29.55,39,100,2.56,CF,1731337932
460,leteri,24.05,77.4,22.88,41,0,1.07,IN,1731337933
461,vytegra,61.0064,36.4481,-0.18,85,100,2.31,RU,1731337934
462,at-bashi,41.1702,75.8106,-1.63,61,14,1.81,KG,1731337935
463,karratha,-20.7377,116.8463,27.97,50,61,6.04,AU,1731337936
464,slovenj gradec,46.5103,15.0806,4.95,65,0,1.46,SI,1731337937
465,guanica,17.9716,-66.908,30.07,61,92,5.86,PR,1731337939
466,juan griego,11.0817,-63.9655,30.77,63,99,4.44,VE,1731337941
467,brookings,44.3114,-96.7984,1.0,89,40,6.17,US,1731337740
468,santiago tuxtla,18.4667,-95.3,25.15,82,71,2.25,MX,1731337943
469,bardai,11.65,7.2333,30.11,20,2,5.15,NG,1731337944
470,insar,53.8653,44.3738,1.66,85,100,1.31,RU,1731337945
471,hacienda huancane,-15.8222,-70.8856,9.9,30,74,1.06,PE,1731337947
472,rangkasbitung,-6.3591,106.2494,24.67,96,100,1.88,ID,1731337948
473,oliver,49.1831,-119.5524,4.52,98,100,2.22,CA,1731337757
474,hami,42.8,93.45,7.1,48,15,3.21,CN,1731337950
475,el matama,16.7095,33.3565,34.42,28,100,5.41,SD,1731337951
476,melekhovo,56.2773,41.2935,0.54,85,92,0.73,RU,1731337953
477,maintirano,-18.0667,44.0167,28.12,73,7,3.92,MG,1731337955
478,primorsk,46.7348,36.3443,8.1,63,73,6.34,UA,1731337957
479,vavuniya,8.7514,80.4971,24.21,91,33,1.05,LK,1731337958
480,north bend,43.4065,-124.2243,9.02,100,20,4.63,US,1731337959
481,chegdomyn,51.1167,133.0167,-9.5,90,100,0.66,RU,1731337960
482,nago,26.5881,127.9761,24.58,87,95,2.28,JP,1731337961
483,pansemal,21.65,74.7,25.86,34,0,3.26,IN,1731337963
484,stadtallendorf,50.8333,9.0167,7.93,94,100,1.38,DE,1731337964
485,ciudad constitucion,25.0369,-111.6644,17.58,60,79,3.73,MX,1731337965
486,rustaq,23.3908,57.4244,27.49,38,5,1.63,OM,1731337966
487,sao vicente,-23.9631,-46.3919,26.66,26,3,2.68,BR,1731337967
488,prado,-17.3411,-39.2208,27.68,61,66,5.45,BR,1731337966
489,burao,9.5221,45.5336,23.6,40,100,5.15,SO,1731337969
490,new norfolk,-42.7826,147.0587,11.07,93,57,0.43,AU,1731337970
491,timbuktu,16.7735,-3.0074,32.49,9,0,4.05,ML,1731337972
492,quang ngai,15.1167,108.8,24.22,86,100,2.96,VN,1731337973
493,jutai,-5.1833,-68.9,34.36,44,72,1.52,BR,1731337974
494,kaiama,9.6225,3.9481,33.29,23,5,2.96,NG,1731337975
495,fortuna,40.5982,-124.1573,8.85,96,100,7.2,US,1731337976
496,pizarro,4.9533,-77.366,25.74,81,96,2.73,CO,1731337977
497,mazamari,-11.3258,-74.5308,28.83,61,98,1.42,PE,1731337978
498,shasta lake,40.6804,-122.3708,13.31,87,100,1.79,US,1731337889
499,aripuana,-9.1667,-60.6333,30.35,56,96,0.75,BR,1731337981
500,puerto baquerizo moreno,-0.9,-89.6,25.55,65,40,6.69,EC,1731337982
501,holmsund,63.706,20.3641,3.97,93,100,3.13,SE,1731337983
502,enriquillo,17.9,-71.2333,24.09,95,97,4.57,DO,1731337984
503,ubrique,36.6778,-5.446,19.65,55,36,1.82,ES,1731337985
504,pariaman,-0.619,100.12,27.03,78,100,0.9,ID,1731337986
505,santa terezinha,-29.9002,-50.0904,23.42,75,4,3.52,BR,1731337987
506,san salvador,13.6894,-89.1872,25.48,100,0,1.54,SV,1731337919
507,zag,46.9441,99.165,-14.13,91,71,1.12,MN,1731337990
508,khadzhalmakhi,42.42,47.1821,5.56,86,97,2.04,RU,1731337991
509,eyl,7.9803,49.8164,27.22,74,82,8.5,SO,1731337992
510,betare oya,5.6,14.0833,30.27,41,9,3.21,CM,1731337875
511,churapcha,62.0025,132.4325,-19.8,100,97,1.04,RU,1731337994
512,morehead city,34.7229,-76.726,22.77,88,96,0.89,US,1731337995
513,atherton,53.5237,-2.4935,12.16,74,49,1.34,GB,1731337997
514,khorinsk,52.1657,109.7726,-13.29,96,26,0.18,RU,1731337998
515,guane,22.2025,-84.0875,28.24,69,10,2.7,CU,1731337999
516,eagle river,45.9172,-89.2443,2.12,77,100,4.63,US,1731337744
517,san borja,-14.8167,-66.85,34.38,44,9,3.11,BO,1731338001
518,la ronge,55.1001,-105.2842,-0.28,80,99,3.72,CA,1731338002
519,askoy,60.4092,5.226,7.16,100,75,0.0,NO,1731338003
520,mejit,10.2753,170.8646,28.29,78,10,6.39,MH,1731338005
521,swift current,50.2834,-107.8014,0.27,76,61,10.09,CA,1731338006
522,jindabyne,-36.4167,148.6333,8.17,98,5,1.53,AU,1731338007
523,san patricio,28.017,-97.5169,21.97,73,3,2.76,US,1731338008
524,zahedan,29.4963,60.8629,17.95,29,0,2.06,IR,1731338010
525,bushehr,28.9684,50.8385,26.05,73,72,2.06,IR,1731338011
526,axim,4.8699,-2.2405,29.97,66,16,6.64,GH,1731338012
527,remire-montjoly,4.9167,-52.2667,29.02,79,100,7.2,GF,1731337857
528,rongelap,11.1635,166.8941,28.02,80,23,7.83,MH,1731338014
529,tommot,58.9564,126.2925,-20.42,99,97,0.7,RU,1731338015
530,huanggang,23.677,116.9996,21.74,83,8,1.94,CN,1731338017
531,mount gambier,-37.8333,140.7667,10.78,95,64,1.29,AU,1731338020
532,sao joao da barra,-21.6403,-41.0511,28.05,64,0,4.35,BR,1731338021
533,stavanger,58.9701,5.7333,9.03,77,75,3.09,NO,1731338022
534,moree,-29.4667,149.85,21.02,79,96,3.8,AU,1731338023
535,kristinestad,62.2743,21.376,5.06,93,100,3.38,FI,1731338024
536,gisborne,-38.6533,178.0042,13.31,79,74,2.38,NZ,1731337990
537,taro,-8.3862,115.28,20.94,100,76,0.44,ID,1731338027
538,vila velha,-20.3297,-40.2925,26.08,72,75,5.14,BR,1731338008
539,baijiantan,45.6333,85.1833,6.93,54,100,3.17,CN,1731338029
540,kropotkin,45.4375,40.5756,6.99,69,34,4.72,RU,1731338030
541,chamical,-30.36,-66.314,24.3,29,51,4.93,AR,1731338031
542,omoku,5.3435,6.6532,33.48,33,5,2.63,NG,1731338032
543,cabedelo,-6.9811,-34.8339,31.37,62,97,5.92,BR,1731338033
544,mckinleyville,40.9465,-124.1006,9.11,91,100,5.14,US,1731338034
545,paslek,54.0616,19.6593,2.63,60,7,1.32,PL,1731338035
546,tucacas,10.7906,-68.3258,30.07,65,52,2.02,VE,1731338037
547,toliara,-23.35,43.6667,26.0,76,6,5.18,MG,1731337743
548,praia da vitoria,38.7333,-27.0667,20.36,84,60,10.53,PT,1731338039
549,salinopolis,-0.6136,-47.3561,29.54,67,90,4.95,BR,1731338040
550,vurnary,55.4904,46.9648,0.38,79,100,1.56,RU,1731338041
551,taltal,-25.4,-70.4833,17.54,78,50,1.41,CL,1731338043
552,horta,38.5333,-28.6333,20.8,95,75,7.72,PT,1731338045
553,iskenderun,36.5872,36.1735,18.46,48,75,1.28,TR,1731338046
554,adrar,20.5022,-10.0711,30.45,9,14,4.41,MR,1731338047
555,nyurba,63.2842,118.3319,-19.05,100,92,1.41,RU,1731338048
556,zeya,53.75,127.2667,-12.7,94,100,1.17,RU,1731338049
557,smirnykh,49.75,142.8333,-2.39,62,19,2.7,RU,1731338051
558,huarmey,-10.0681,-78.1522,20.7,77,87,4.2,PE,1731338052
559,plesetsk,62.708,40.2916,-1.32,87,86,3.56,RU,1731338053
560,hammerfest,70.6634,23.6821,6.25,87,75,1.54,NO,1731338054
561,hirara,24.8,125.2833,26.69,81,100,3.85,JP,1731338055
562,natal,-5.795,-35.2094,30.36,51,40,7.2,BR,1731338004
563,mont-laurier,46.5501,-75.4993,6.52,88,100,4.81,CA,1731338058
564,nazareno,25.3833,-103.4167,19.17,71,6,0.55,MX,1731338059
565,conde,-7.2597,-34.9075,30.7,51,75,5.66,BR,1731338060
566,hexham,54.9699,-2.104,11.08,83,29,2.89,GB,1731338061
567,kharkhorin,47.1975,102.8238,-0.76,35,38,2.64,MN,1731338062
568,ceeldheer,3.8488,47.1806,27.14,75,74,8.84,SO,1731338065
569,al faw,29.9776,48.4741,28.23,35,23,1.59,IQ,1731338066
570,barclayville,4.6797,-8.2339,29.75,67,31,4.5,LR,1731338067
571,thunder bay,48.4001,-89.3168,0.15,73,96,8.85,CA,1731337866
572,aginskoye,51.1,114.53,-12.0,91,35,1.82,RU,1731338069
573,traverse city,44.7631,-85.6206,12.04,71,100,9.77,US,1731337924
574,andergrove,-21.0833,149.1833,25.45,69,70,4.96,AU,1731338071
575,nsanje,-16.92,35.262,34.25,35,91,2.08,MW,1731338073
